chr	start	end	pct_AST	pct_nonAST	mean_AST	mean_nonAST	log2FC
chr18	47857499	47858339	0	0.008	0	0.017	-1.444
chr18	48106638	48107563	0.006	0.006	0.025	0.013	0.641
chr18	48188708	48189615	0	0.005	0	0.011	-1.049
chr18	48319912	48320816	0	0.003	0	0.007	-0.723
chr18	48335367	48336280	0	0.006	0	0.012	-1.113
chr18	48496463	48497386	0	0.003	0	0.006	-0.64
chr18	48611527	48612381	0.013	0.005	0.025	0.009	0.901
chr18	48849392	48850299	0	0.003	0	0.007	-0.763
chr18	48927286	48928199	0.013	0.002	0.044	0.004	1.977
chr18	49117474	49118353	0	0.006	0	0.013	-1.232
chr18	49213230	49214152	0.019	0.005	0.038	0.01	1.239
chr18	49228628	49229482	0	0.003	0	0.007	-0.802
chr18	49292665	49293466	0.006	0.005	0.013	0.009	0.227
chr18	49319293	49320359	0.006	0.012	0.013	0.026	-0.693
chr18	49362349	49363180	0.006	0.006	0.013	0.01	0.159
chr18	49398395	49399217	0	0.004	0	0.007	-0.802
chr18	49403651	49404635	0.006	0.005	0.013	0.009	0.262
chr18	49416190	49417131	0.006	0.005	0.006	0.009	-0.209
chr18	49472601	49473447	0	0.006	0	0.011	-1.081
chr18	49474761	49475616	0.019	0.004	0.038	0.008	1.378
chr18	49488132	49489039	0.006	0.017	0.013	0.033	-0.945
chr18	49500582	49501437	0.019	0.015	0.038	0.031	0.214
chr18	49523213	49524054	0	0.005	0	0.009	-0.948
chr18	49535353	49536177	0.019	0.002	0.038	0.003	1.849
chr18	49543165	49544104	0	0.007	0	0.014	-1.288
chr18	49559142	49560027	0.019	0.007	0.05	0.015	1.278
chr18	49638667	49639525	0	0.005	0	0.009	-0.913
chr18	49643455	49644347	0.006	0.014	0.013	0.032	-0.898
chr18	49737800	49738662	0	0.003	0	0.007	-0.763
chr18	49748830	49749598	0.013	0.007	0.025	0.012	0.701
chr18	49755210	49756135	0.05	0.04	0.119	0.089	0.39
chr18	49822030	49822965	0.006	0.003	0.044	0.007	1.631
chr18	49832124	49832999	0.05	0.024	0.088	0.049	0.737
chr18	49869280	49870218	0.013	0.004	0.025	0.007	1.051
chr18	49968322	49969223	0.019	0.004	0.038	0.008	1.378
chr18	49978959	49979844	0.038	0.036	0.069	0.08	-0.192
chr18	50018225	50019052	0.019	0.008	0.031	0.016	0.684
chr18	50032372	50033290	0	0.009	0	0.017	-1.444
chr18	50034918	50035755	0.006	0.003	0.013	0.007	0.412
chr18	50053059	50053992	0.006	0.008	0.006	0.016	-0.69
chr18	50112595	50113548	0.006	0.008	0.013	0.015	-0.167
chr18	50127864	50128758	0.038	0.019	0.057	0.038	0.469
chr18	50136490	50137368	0.025	0.008	0.05	0.018	1.124
chr18	50220702	50221448	0	0.004	0	0.008	-0.84
chr18	50228914	50229792	0.013	0.01	0.025	0.02	0.229
chr18	50428746	50429664	0.013	0.005	0.038	0.011	1.206
chr18	50435918	50436690	0.006	0.002	0.006	0.004	0.248
chr18	50648526	50649509	0.006	0.009	0.013	0.017	-0.269
chr18	50929778	50930611	0	0.003	0	0.006	-0.64
chr18	51029184	51030064	0.006	0.005	0.006	0.011	-0.345
chr18	51112308	51113140	0.013	0.006	0.013	0.018	-0.293
chr18	51117303	51118083	0.013	0.013	0.031	0.022	0.359
chr18	51118211	51119012	0	0.011	0	0.021	-1.629
chr18	51325055	51325743	0.006	0.003	0.013	0.011	0.094
chr18	51523232	51524132	0.019	0.004	0.063	0.006	2.184
chr18	51537584	51538509	0	0.008	0	0.014	-1.288
chr18	51635154	51636090	0	0.004	0	0.014	-1.26
chr18	51714604	51715515	0.006	0.004	0.006	0.007	-0.059
chr18	51970328	51971172	0	0.004	0	0.007	-0.763
chr18	51984863	51985755	0.006	0.004	0.063	0.009	1.953
chr18	52234691	52235642	0.013	0.005	0.038	0.01	1.239
chr18	52409544	52410538	0.013	0.02	0.025	0.041	-0.547
chr18	52457531	52458415	0.006	0.011	0.013	0.022	-0.496
chr18	52465189	52466215	0.025	0.017	0.063	0.032	0.793
chr18	52527450	52528204	0.019	0.006	0.05	0.013	1.39
chr18	52558658	52559574	0.013	0.006	0.025	0.014	0.554
chr18	52601211	52602122	0.006	0.004	0.013	0.009	0.227
chr18	52629680	52630578	0.006	0.003	0.013	0.006	0.535
chr18	52676744	52677610	0.006	0.007	0.019	0.013	0.298
chr18	52679290	52680203	0.019	0.007	0.031	0.015	0.736
chr18	52689350	52690189	0.006	0.006	0.013	0.013	-0.028
chr18	52746478	52747353	0.006	0.007	0.006	0.013	-0.528
chr18	52758264	52759084	0	0.004	0	0.009	-0.948
chr18	52869627	52870451	0	0.009	0	0.018	-1.468
chr18	52896202	52897205	0	0.004	0	0.007	-0.802
chr18	52909665	52910570	0	0.007	0	0.013	-1.203
chr18	52934873	52935906	0.019	0.013	0.038	0.028	0.316
chr18	52941549	52942283	0.019	0.008	0.025	0.02	0.229
chr18	52956218	52957091	0.019	0.013	0.031	0.028	0.129
chr18	53057793	53058604	0.019	0.008	0.038	0.015	0.914
chr18	53175857	53176740	0.063	0.021	0.157	0.049	1.508
chr18	53245146	53246052	0.006	0.02	0.013	0.045	-1.275
chr18	53263803	53264722	0	0.003	0	0.007	-0.763
chr18	53340677	53341529	0	0.004	0	0.009	-0.948
chr18	53417651	53418411	0.013	0.005	0.025	0.008	0.974
chr18	53551870	53552732	0.013	0.003	0.025	0.009	0.865
chr18	53722014	53722755	0.006	0.003	0.013	0.005	0.579
chr18	53744270	53745160	0.006	0.027	0.013	0.057	-1.573
chr18	53861432	53862488	0	0.01	0	0.021	-1.65
chr18	53950958	53951872	0.013	0.003	0.025	0.008	0.937
chr18	54093716	54094610	0.013	0.003	0.025	0.008	0.974
chr18	54118690	54119585	0.013	0.006	0.038	0.012	1.112
chr18	54174505	54175416	0	0.006	0	0.01	-1.016
chr18	54482319	54483144	0	0.006	0	0.01	-0.983
chr18	54720063	54720947	0.006	0.003	0.013	0.008	0.298
chr18	54827981	54828874	0.006	0.007	0.013	0.014	-0.113
chr18	55040346	55041206	0.013	0.003	0.038	0.006	1.615
chr18	55133571	55134509	0	0.005	0	0.009	-0.948
chr18	55158610	55159508	0.006	0.005	0.013	0.01	0.192
chr18	55527360	55528267	0	0.003	0	0.011	-1.081
chr18	55733270	55734142	0	0.002	0	0.005	-0.551
chr18	55815804	55816705	0.006	0.005	0.013	0.011	0.126
chr18	56048352	56049161	0	0.004	0	0.007	-0.763
chr18	56362538	56363328	0.006	0.004	0.006	0.007	-0.098
chr18	56377588	56378488	0.013	0.007	0.031	0.015	0.736
chr18	56431665	56432586	0.006	0.005	0.013	0.012	0.032
chr18	56555819	56556695	0.006	0.004	0.013	0.007	0.412
chr18	56561921	56562828	0.013	0.013	0.019	0.027	-0.357
chr18	56572543	56573421	0	0.008	0	0.016	-1.393
chr18	56608531	56609431	0	0.005	0	0.01	-1.016
chr18	56622070	56622979	0.006	0.004	0.013	0.011	0.126
chr18	56707156	56708057	0	0.012	0	0.023	-1.713
chr18	56708616	56709429	0.019	0.005	0.057	0.009	1.787
chr18	56755874	56756747	0	0.005	0	0.008	-0.84
chr18	56758944	56759821	0.019	0.003	0.038	0.007	1.492
chr18	56813771	56814652	0.019	0.01	0.05	0.023	0.859
chr18	56925194	56926100	0.044	0.032	0.138	0.076	0.79
chr18	56974943	56975825	0.013	0.009	0.019	0.02	-0.033
chr18	56997372	56998292	0.006	0.004	0.075	0.007	2.372
chr18	57085310	57086177	0.013	0.01	0.019	0.021	-0.121
chr18	57132528	57133444	0.006	0.008	0.013	0.02	-0.387
chr18	57221866	57222751	0	0.01	0	0.026	-1.831
chr18	57284727	57285615	0.006	0.006	0.013	0.013	-0.028
chr18	57354445	57355284	0	0.011	0	0.021	-1.65
chr18	57375870	57376741	0.006	0.005	0.006	0.01	-0.312
chr18	57400502	57401383	0.019	0.013	0.038	0.028	0.333
chr18	57404701	57405840	0.006	0.007	0.025	0.017	0.395
chr18	57562656	57563575	0.006	0.011	0.013	0.021	-0.475
chr18	57588237	57589072	0.006	0.007	0.013	0.018	-0.293
chr18	57609305	57610196	0.013	0.014	0.025	0.03	-0.177
chr18	57638295	57639117	0.013	0.004	0.038	0.007	1.492
chr18	57670347	57671053	0.006	0.006	0.006	0.01	-0.312
chr18	57827529	57828412	0.006	0.004	0.013	0.008	0.298
chr18	57833796	57834596	0.006	0.004	0.013	0.008	0.298
chr18	57878017	57878878	0.013	0.027	0.019	0.055	-1.178
chr18	57943402	57944197	0	0.005	0	0.008	-0.877
chr18	57961935	57962794	0.006	0.007	0.013	0.015	-0.167
chr18	57965261	57966146	0.006	0.012	0.006	0.025	-1.108
chr18	57970380	57971299	0.006	0.006	0.006	0.015	-0.638
chr18	57976438	57977334	0.006	0.013	0.013	0.026	-0.693
chr18	57990167	57991038	0.006	0.012	0.013	0.024	-0.598
chr18	58017227	58018059	0	0.004	0	0.007	-0.763
chr18	58033109	58033985	0.019	0.018	0.05	0.041	0.245
chr18	58080827	58081714	0.013	0.007	0.038	0.014	0.967
chr18	58107430	58108289	0	0.005	0	0.008	-0.877
chr18	58394836	58395624	0.006	0.005	0.013	0.008	0.335
chr18	58416414	58417403	0	0.007	0	0.016	-1.368
chr18	58442294	58443115	0	0.005	0	0.008	-0.877
chr18	58481593	58482419	0.013	0.01	0.025	0.019	0.298
chr18	58509366	58510188	0.006	0.007	0.025	0.013	0.611
chr18	58555317	58556189	0.025	0.02	0.05	0.042	0.206
chr18	58598792	58599567	0.038	0.008	0.063	0.016	1.498
chr18	58614862	58615701	0.006	0.018	0.044	0.034	0.283
chr18	58659120	58659941	0.019	0.015	0.038	0.033	0.15
chr18	58671365	58672250	0.006	0.004	0.013	0.011	0.126
chr18	58701939	58702798	0.006	0.007	0.013	0.014	-0.113
chr18	58955378	58956197	0.006	0.004	0.013	0.011	0.126
chr18	59077842	59078725	0	0.016	0	0.031	-2.024
chr18	59081454	59082351	0	0.013	0	0.028	-1.922
chr18	59174737	59175649	0.025	0.032	0.05	0.07	-0.403
chr18	59201511	59202286	0	0.003	0	0.006	-0.64
chr18	59228745	59229761	0	0.005	0	0.009	-0.948
chr18	59250444	59251465	0	0.005	0	0.011	-1.081
chr18	59311819	59312715	0.013	0.003	0.019	0.007	0.806
chr18	59323397	59324205	0.013	0.005	0.031	0.008	1.174
chr18	59339079	59339847	0.013	0.007	0.025	0.014	0.554
chr18	59351988	59352846	0.006	0.008	0.013	0.017	-0.244
chr18	59362567	59363458	0.013	0.002	0.019	0.003	1.175
chr18	59381761	59382622	0.019	0.009	0.031	0.021	0.401
chr18	59466251	59467009	0	0.005	0	0.01	-1.016
chr18	59980882	59981634	0.013	0.003	0.019	0.008	0.652
chr18	60143058	60143963	0.025	0.011	0.057	0.025	0.943
chr18	60154146	60155045	0.006	0.008	0.006	0.016	-0.664
chr18	60462016	60462912	0.013	0.006	0.025	0.012	0.701
chr18	60480750	60481654	0.019	0.009	0.038	0.02	0.648
chr18	60501089	60501982	0.006	0.008	0.006	0.017	-0.715
chr18	60525874	60526817	0.019	0.03	0.05	0.061	-0.243
chr18	60560338	60561219	0.013	0.006	0.025	0.01	0.797
chr18	60595717	60596637	0.019	0.011	0.038	0.025	0.443
chr18	60632408	60633254	0	0.006	0	0.01	-1.016
chr18	60643247	60644160	0.006	0.011	0.013	0.022	-0.517
chr18	60680566	60681476	0.019	0.008	0.038	0.016	0.887
chr18	60710322	60711169	0.006	0.003	0.013	0.008	0.298
chr18	60732762	60733309	0	0.005	0	0.008	-0.877
chr18	60748248	60749127	0.006	0.003	0.025	0.007	1.012
chr18	60766935	60767851	0.031	0.012	0.075	0.026	1.246
chr18	60774064	60774997	0.006	0.009	0.013	0.021	-0.454
chr18	60782722	60783580	0	0.005	0	0.01	-0.983
chr18	60786769	60787654	0.006	0.009	0.013	0.019	-0.364
chr18	60838357	60838967	0.006	0.004	0.006	0.007	-0.059
chr18	60848562	60849467	0.025	0.017	0.05	0.033	0.488
chr18	60858853	60859720	0.019	0.003	0.038	0.007	1.453
chr18	60888035	60888969	0.006	0.007	0.006	0.013	-0.528
chr18	60963068	60963952	0	0.007	0	0.012	-1.113
chr18	60977975	60978935	0.013	0.01	0.019	0.023	-0.183
chr18	60981828	60982645	0	0.006	0	0.011	-1.081
chr18	60988917	60989765	0.013	0.005	0.038	0.009	1.307
chr18	60992803	60993821	0.013	0.001	0.025	0.003	1.459
chr18	61039538	61040453	0	0.005	0	0.01	-0.983
chr18	61044654	61045642	0	0.007	0	0.015	-1.342
chr18	61068157	61069057	0.031	0.003	0.075	0.007	2.332
chr18	61189501	61190412	0.006	0.006	0.013	0.013	-0.057
chr18	61211242	61212149	0.013	0.019	0.025	0.041	-0.534
chr18	61313686	61314593	0.019	0.01	0.038	0.018	0.787
chr18	61373710	61374610	0.006	0.003	0.013	0.01	0.192
chr18	61400003	61400968	0.013	0.008	0.025	0.017	0.37
chr18	61489192	61489934	0.013	0.008	0.013	0.015	-0.167
chr18	61498070	61498982	0.025	0.012	0.063	0.029	0.892
chr18	61506253	61507056	0.025	0.008	0.05	0.014	1.333
chr18	61534211	61535095	0.006	0.007	0.013	0.013	-0.057
chr18	61536016	61536969	0	0.004	0	0.009	-0.948
chr18	61548464	61549351	0.019	0.005	0.031	0.01	1.068
chr18	61554579	61555545	0.013	0.01	0.025	0.02	0.229
chr18	61613832	61614729	0.006	0.003	0.013	0.007	0.452
chr18	61637806	61638709	0	0.007	0	0.013	-1.203
chr18	61643474	61644396	0	0.005	0	0.01	-0.983
chr18	61647049	61647756	0.006	0.006	0.013	0.01	0.192
chr18	61666104	61666965	0.019	0.013	0.038	0.027	0.369
chr18	61684610	61685527	0.013	0.009	0.025	0.019	0.298
chr18	61697716	61698534	0.006	0.007	0.013	0.012	0.032
chr18	61707226	61708128	0.025	0.019	0.044	0.037	0.195
chr18	61725895	61726815	0.013	0.01	0.025	0.02	0.252
chr18	61741653	61742541	0.013	0.011	0.025	0.024	0.041
chr18	61746620	61747420	0.019	0.008	0.031	0.017	0.632
chr18	61786115	61787059	0	0.007	0	0.012	-1.113
chr18	61789946	61790787	0.013	0.006	0.019	0.011	0.48
chr18	61911229	61912155	0.013	0.008	0.031	0.018	0.583
chr18	61931453	61932367	0	0.006	0	0.012	-1.113
chr18	61938044	61938923	0	0.007	0	0.013	-1.232
chr18	61944289	61945207	0.006	0.007	0.025	0.016	0.42
chr18	61952486	61953395	0.019	0.009	0.038	0.017	0.811
chr18	62022949	62023768	0.013	0.01	0.019	0.018	0.037
chr18	62062521	62063383	0.031	0.008	0.044	0.015	1.092
chr18	62071488	62072405	0.006	0.005	0.025	0.008	0.937
chr18	62095038	62096010	0.025	0.003	0.05	0.007	1.829
chr18	62179699	62180532	0	0.007	0	0.013	-1.173
chr18	62183386	62184233	0	0.005	0	0.009	-0.948
chr18	62229499	62230419	0.019	0.012	0.031	0.022	0.359
chr18	62250004	62250947	0.019	0.012	0.038	0.025	0.443
chr18	62548381	62549275	0.019	0.027	0.038	0.064	-0.626
chr18	62561940	62562808	0.013	0.006	0.031	0.011	0.97
chr18	62650514	62651388	0	0.004	0	0.008	-0.877
chr18	62666727	62667577	0.057	0.011	0.113	0.023	1.89
chr18	62683906	62684629	0.019	0.006	0.025	0.009	0.865
chr18	62685110	62686019	0.031	0.011	0.057	0.024	0.982
chr18	62734298	62735183	0.006	0.007	0.013	0.016	-0.193
chr18	62780309	62781177	0.006	0.006	0.013	0.012	0.062
chr18	62814821	62815662	0.006	0.007	0.013	0.013	-0.028
chr18	62868278	62869175	0	0.004	0	0.011	-1.049
chr18	62885452	62886296	0	0.005	0	0.011	-1.049
chr18	62921851	62922759	0.006	0.021	0.006	0.045	-1.758
chr18	62970905	62971823	0.013	0.01	0.025	0.02	0.229
chr18	62972501	62973391	0.019	0.012	0.05	0.022	0.921
chr18	62977599	62978515	0.025	0.012	0.044	0.025	0.622
chr18	62992019	62992917	0	0.012	0	0.025	-1.792
chr18	63105421	63106317	0.019	0.011	0.038	0.025	0.443
chr18	63142143	63143009	0.013	0.01	0.019	0.022	-0.163
chr18	63293028	63293854	0.006	0.006	0.013	0.013	-0.057
chr18	63298918	63299823	0.025	0.018	0.063	0.038	0.613
chr18	63317802	63318624	0.006	0.009	0.013	0.016	-0.193
chr18	63386487	63387389	0.025	0.013	0.05	0.027	0.706
chr18	63391734	63392604	0.006	0.01	0.013	0.017	-0.269
chr18	63495785	63496705	0	0.009	0	0.019	-1.516
chr18	63548662	63549484	0	0.008	0	0.017	-1.419
chr18	63555319	63556170	0.025	0.017	0.063	0.037	0.642
chr18	63653069	63653956	0.025	0.02	0.057	0.042	0.362
chr18	63691876	63692767	0.031	0.016	0.057	0.035	0.57
chr18	63708107	63709028	0.013	0.018	0.038	0.038	-0.012
chr18	63764747	63765737	0.013	0.002	0.063	0.005	2.315
chr18	63768826	63769747	0.044	0.007	0.101	0.013	2.265
chr18	63770941	63771732	0	0.005	0	0.01	-1.016
chr18	63777583	63778482	0.006	0.005	0.006	0.012	-0.409
chr18	63790240	63791018	0	0.002	0	0.006	-0.682
chr18	63859619	63860616	0.013	0.003	0.025	0.007	1.012
chr18	63863930	63864714	0	0.006	0	0.01	-1.016
chr18	64013570	64014424	0.031	0.007	0.05	0.016	1.199
chr18	64221597	64222500	0.013	0.002	0.025	0.006	1.132
chr18	64266132	64267038	0.006	0.005	0.013	0.01	0.159
chr18	64455445	64456310	0	0.006	0	0.013	-1.232
chr18	64466379	64467301	0.006	0.01	0.013	0.019	-0.364
chr18	64488648	64489545	0.05	0.02	0.113	0.043	1.223
chr18	64492659	64493638	0.013	0.005	0.031	0.01	1.035
chr18	64516094	64517028	0	0.015	0	0.03	-2.008
chr18	64517344	64517982	0	0.007	0	0.01	-1.016
chr18	64527037	64527926	0.006	0.008	0.025	0.017	0.395
chr18	64660602	64661540	0.006	0.019	0.006	0.04	-1.617
chr18	64769900	64770777	0	0.002	0	0.005	-0.551
chr18	64789258	64789818	0	0.004	0	0.007	-0.802
chr18	64887023	64887940	0.044	0.034	0.082	0.072	0.169
chr18	64927720	64928635	0.019	0.004	0.038	0.008	1.378
chr18	64932968	64933808	0.025	0.003	0.05	0.007	1.829
chr18	64991077	64991936	0.025	0.007	0.063	0.015	1.524
chr18	65000929	65001700	0	0.01	0	0.022	-1.671
chr18	65001724	65002197	0.006	0.004	0.013	0.007	0.373
chr18	65013437	65014261	0.006	0.004	0.013	0.007	0.373
chr18	65075610	65076479	0	0.005	0	0.01	-0.983
chr18	65117585	65118497	0.006	0.005	0.013	0.01	0.159
chr18	65128791	65129722	0	0.004	0	0.008	-0.84
chr18	65154549	65155592	0.019	0.007	0.038	0.013	1.024
chr18	65271771	65272668	0.013	0.008	0.019	0.018	0.061
chr18	65272985	65273730	0.006	0.004	0.013	0.008	0.335
chr18	65300339	65301242	0.013	0.011	0.019	0.031	-0.495
chr18	65328934	65329798	0	0.005	0	0.011	-1.081
chr18	65430394	65431297	0.038	0.023	0.069	0.05	0.395
chr18	65451776	65452761	0.006	0.003	0.013	0.006	0.493
chr18	65489944	65490856	0.019	0.013	0.05	0.026	0.743
chr18	65511988	65512869	0	0.005	0	0.009	-0.913
chr18	65520274	65521178	0	0.006	0	0.014	-1.26
chr18	65530382	65531167	0	0.003	0	0.006	-0.682
chr18	65648003	65648840	0	0.003	0	0.009	-0.948
chr18	65722434	65723320	0.006	0.004	0.006	0.009	-0.245
chr18	65728960	65729909	0	0.006	0	0.012	-1.143
chr18	65742109	65743123	0.006	0.007	0.013	0.014	-0.085
chr18	65749579	65750489	0.006	0.008	0.025	0.018	0.322
chr18	65751846	65752822	0	0.004	0	0.007	-0.802
chr18	65764083	65764951	0	0.01	0	0.024	-1.753
chr18	65770490	65771395	0.006	0.003	0.006	0.007	-0.098
chr18	65799873	65800803	0.044	0.053	0.094	0.124	-0.362
chr18	65813388	65814294	0.006	0.003	0.025	0.006	1.132
chr18	65846816	65847712	0.006	0.004	0.013	0.008	0.335
chr18	65887730	65888650	0	0.003	0	0.007	-0.802
chr18	65915679	65916585	0.019	0.006	0.038	0.009	1.342
chr18	65921472	65922266	0	0.007	0	0.015	-1.342
chr18	65924272	65925266	0.006	0.01	0.013	0.019	-0.364
chr18	65928160	65929069	0.006	0.004	0.013	0.007	0.373
chr18	65934645	65935518	0	0.014	0	0.031	-2.024
chr18	65960311	65961136	0	0.006	0	0.013	-1.173
chr18	65964744	65965612	0.013	0.01	0.025	0.019	0.275
chr18	66002287	66003167	0.094	0.044	0.189	0.097	0.891
chr18	66039632	66040419	0	0.008	0	0.02	-1.562
chr18	66040989	66041872	0.025	0.014	0.05	0.029	0.618
chr18	66077719	66078622	0.019	0.008	0.044	0.016	1.066
chr18	66243134	66244033	0.025	0.008	0.05	0.019	1.077
chr18	66284039	66284975	0.006	0.006	0.013	0.012	0.062
chr18	66291427	66292308	0	0.022	0	0.044	-2.425
chr18	66366306	66367214	0	0.01	0	0.021	-1.65
chr18	66404232	66405074	0.013	0.01	0.025	0.02	0.229
chr18	66410257	66411167	0.031	0.015	0.069	0.034	0.835
chr18	66458302	66459303	0	0.008	0	0.015	-1.315
chr18	66495033	66496016	0.006	0.005	0.019	0.009	0.581
chr18	66519020	66519841	0.006	0.012	0.013	0.022	-0.517
chr18	66844391	66845268	0	0.011	0	0.022	-1.671
chr18	66914849	66915622	0.006	0.004	0.006	0.009	-0.245
chr18	67000652	67001550	0.006	0.007	0.013	0.012	0.062
chr18	67031420	67032411	0.013	0.006	0.025	0.012	0.701
chr18	67087803	67088621	0.013	0.011	0.025	0.02	0.252
chr18	67088771	67089538	0	0.008	0	0.014	-1.26
chr18	67105153	67106018	0.013	0.004	0.025	0.008	0.937
chr18	67115645	67116556	0.025	0.015	0.05	0.035	0.427
chr18	67128543	67129360	0.013	0.007	0.025	0.016	0.446
chr18	67204812	67205693	0.006	0.014	0.013	0.032	-0.898
chr18	67244953	67245823	0.019	0.011	0.05	0.022	0.9
chr18	67269703	67270549	0.013	0.009	0.025	0.017	0.37
chr18	67278286	67279163	0.013	0.012	0.019	0.025	-0.263
chr18	67288641	67289556	0.006	0.034	0.013	0.073	-1.878
chr18	67307422	67308398	0.006	0.005	0.013	0.009	0.227
chr18	67311593	67312462	0	0.006	0	0.013	-1.203
chr18	67324123	67324988	0	0.011	0	0.024	-1.753
chr18	67335948	67336820	0	0.006	0	0.013	-1.173
chr18	67364236	67365088	0.019	0.007	0.063	0.014	1.606
chr18	67390231	67391124	0	0.005	0	0.009	-0.948
chr18	67391243	67391797	0	0.004	0	0.008	-0.877
chr18	67448906	67449803	0.038	0.03	0.088	0.071	0.282
chr18	67464461	67465350	0.006	0.003	0.006	0.009	-0.209
chr18	67536573	67537482	0.013	0.001	0.025	0.003	1.459
chr18	67610474	67611363	0.013	0.003	0.025	0.007	1.051
chr18	67640924	67641947	0.006	0.008	0.013	0.015	-0.14
chr18	67692390	67693315	0	0.004	0	0.008	-0.84
chr18	67723925	67724856	0.057	0.02	0.113	0.048	1.09
chr18	67768018	67769010	0.006	0.008	0.013	0.017	-0.269
chr18	67774470	67775268	0.006	0.009	0.013	0.018	-0.293
chr18	67799655	67800487	0.025	0.015	0.05	0.033	0.504
chr18	67905472	67906379	0.025	0.009	0.05	0.02	1.008
chr18	67931389	67932265	0	0.002	0	0.006	-0.64
chr18	67933647	67934335	0.013	0.004	0.013	0.007	0.373
chr18	67950041	67951009	0.006	0.002	0.013	0.006	0.535
chr18	68117460	68118325	0	0.004	0	0.011	-1.081
chr18	68140364	68141231	0.006	0.004	0.013	0.008	0.335
chr18	68189434	68190299	0.013	0.006	0.025	0.014	0.526
chr18	68196742	68197625	0.006	0.009	0.013	0.02	-0.387
chr18	68244117	68245041	0	0.005	0	0.013	-1.232
chr18	68299805	68300713	0.019	0.011	0.038	0.02	0.648
chr18	68336918	68337777	0	0.008	0	0.014	-1.288
chr18	68443989	68444867	0.006	0.006	0.019	0.012	0.417
chr18	68445464	68446348	0	0.007	0	0.013	-1.173
chr18	68474548	68475330	0.013	0.007	0.038	0.015	0.914
chr18	68494569	68495362	0.013	0.009	0.019	0.019	0.014
chr18	68645454	68646291	0	0.004	0	0.015	-1.315
chr18	68709776	68710664	0.025	0.009	0.069	0.022	1.293
chr18	68794185	68795116	0.019	0.005	0.031	0.009	1.103
chr18	68976172	68977082	0	0.007	0	0.016	-1.393
chr18	69015632	69016556	0.006	0.013	0.013	0.025	-0.637
chr18	69112964	69113858	0.019	0.001	0.044	0.003	2.027
chr18	69136851	69137712	0.006	0.006	0.013	0.013	-0.057
chr18	69152558	69153473	0.006	0.006	0.013	0.013	-0.057
chr18	69198134	69198947	0.019	0.002	0.031	0.005	1.5
chr18	69343924	69344827	0.013	0.006	0.031	0.013	0.878
chr18	69735005	69735923	0	0.002	0	0.004	-0.456
chr18	69795718	69796576	0.025	0.01	0.05	0.021	0.964
chr18	69833867	69834646	0.006	0.007	0.013	0.013	-0.028
chr18	69871494	69872373	0.013	0.004	0.025	0.007	1.012
chr18	69898612	69899492	0.019	0.019	0.044	0.035	0.253
chr18	69917264	69918251	0.013	0.007	0.025	0.013	0.641
chr18	69925580	69926345	0	0.004	0	0.007	-0.802
chr18	70052793	70053718	0.025	0.013	0.044	0.026	0.566
chr18	70140825	70141665	0.025	0.008	0.05	0.018	1.1
chr18	70184453	70185325	0.031	0.019	0.057	0.039	0.441
chr18	70193570	70194257	0	0.004	0	0.007	-0.763
chr18	70340668	70341392	0	0.002	0	0.004	-0.456
chr18	70410782	70411683	0.006	0.007	0.013	0.015	-0.167
chr18	70420005	70420914	0.031	0.02	0.063	0.04	0.544
chr18	70454132	70455075	0.006	0.004	0.006	0.009	-0.245
chr18	70472036	70472895	0.025	0.029	0.044	0.059	-0.354
chr18	70477756	70478614	0.006	0.011	0.013	0.023	-0.538
chr18	70503819	70504737	0.006	0.014	0.006	0.03	-1.287
chr18	70509506	70510398	0.006	0.006	0.013	0.011	0.126
chr18	70529810	70530716	0.031	0.031	0.063	0.06	0.049
chr18	70567797	70568708	0.025	0.03	0.057	0.065	-0.173
chr18	70607464	70608337	0	0.007	0	0.014	-1.288
chr18	70644561	70645376	0.006	0.01	0.013	0.021	-0.454
chr18	70651836	70652747	0.031	0.021	0.069	0.044	0.548
chr18	70685952	70686871	0	0.005	0	0.012	-1.143
chr18	70910683	70911667	0.013	0.012	0.025	0.023	0.101
